name,status,address,city,state,postal_code,longitude,latitude,telephone,price,rating_value,review_count,website,tags,day,hours,accommodations,unacommodations
Leanderthal Distilling,11894 Hero Way W,Leander,TX,78641,(512) 697-9127,,5,10,1,30.577406,-97.870852,https://leanderthaltx.com,Distilleries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|5:00 PM - 9:00 PM|1:00 PM - 9:00 PM|Closed|,Offers Delivery|,
ThunderDome Party Bus,,Austin,TX,78701,(512) 876-0066,,5,12,1,0,0,http://thunderdomepartybus.com,Party Bus Rentals|Tubing|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|,Accepts Cryptocurrency|No Bike Parking|No Wi-Fi|Not Wheelchair Accessible|
Taste of the Hills,251 Circle Dr,Wimberley,TX,78676,(512) 667-0518,,5,20,1,30.042592,-98.217400,http://www.tasteofthehillstour…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Discover Texas Wine Tours,,Austin,TX,78737,(512) 656-8299,,4.5,38,1,30.266919,-97.743205,http://discovertexaswine.com,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|,,
Dark Star Black Car,,Dripping Springs,TX,78620,(737) 239-3422,,5,2,1,0,0,https://www.darkstarblackcar.c…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|9:00 AM - 7:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|10:00 AM - 6:00 PM|,Paid Wi-Fi|,
All About Central Texas,,Austin,TX,78749,(512) 784-2426,,5,2,1,0,0,http://www.allaboutcentraltexa…,Food Tours|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Texas Tipsy Tours,,Fredericksburg,TX,78624,(512) 593-1858,,5,15,1,30.275201,-98.871984,https://www.texastipsytours.co…,Wine Tours|Beer Tours|Party Bus Rentals|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,Accepts Credit Cards|Women-owned|Open to All|,Masks required|Staff wears masks|Accepts Cryptocurrency|No Wi-Fi|
Austin Nites Party Bus,,Austin,TX,78750,(512) 709-4391,,4,16,1,0,0,http://www.austinnitespartybus…,Party Bus Rentals|Wine Tours|Boating|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|Bike Parking|Free Wi-Fi|,Accepts Cryptocurrency|Not Wheelchair Accessible|
Cool Bus Atx,,Lake Jackson,TX,77566,(832) 740-2665,,5,3,1,29.062037,-95.488268,https://cool-bus-atx.business.…,Bus Tours|Party Bus Rentals|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,,Accepts Credit Cards|Accepts Cryptocurrency|No Wi-Fi|
Open Range Tours,275 Hill Top Dr,Fredericksburg,TX,78624,(830) 391-9336,,4.5,19,1,30.401053,-98.962296,http://www.openrangetours.com,Wine Tours|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|,Offers Military Discount|,
Fredericksburg Uncorked Wine Tours,588 FM 2093,Fredericksburg,TX,78624,(830) 998-6113,Pricey,5,30,1,30.251950,-98.904149,http://www.fredericksburguncor…,Wine Tours|Wine Tasting Room|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|,By Appointment Only|Accepts Credit Cards|Offers Catering|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|,No Takeout|Not Good For Kids|
Experience Texas Wine Tours,,Austin,TX,78752,(512) 783-8844,,5,2,1,0,0,http://experiencetexaswine.com,Wine Tours|Limos|Party Bus Rentals|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Staff wears masks|Accepts Credit Cards|Free Wi-Fi|,Masks required|
Wine Tour Austin Texas,,Austin,TX,78701,(512) 785-1078,,,,1,30.272921,-97.744386,http://winetouraustintx.com,Wine Tours|Limos|Party Characters|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|,Accepts Android Pay|Accepts Apple Pay|
830 Elevated Wine Tours,,Fredericksburg,TX,78624,(830) 998-2295,,4.5,12,1,30.275201,-98.871984,https://830elevatedwinetours.c…,Wine Tours|Town Car Service|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Free Wi-Fi|Offers Military Discount|Open to All|,Masks required|Staff wears masks|
Thirsty Mule Winery,101 County Rd 257,Liberty Hill,TX,78642,(512) 778-5990,Moderate,4,52,1,30.693089,-97.876369,http://www.thirstymule.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:30 AM - 6:00 PM|11:30 AM - 6:00 PM|11:00 AM - 7:00 PM|11:00 AM - 7:00 PM|12:00 PM - 5:00 PM|,Many Vegetarian Options|Accepts Credit Cards|Private Lot Parking|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|Covered outdoor seating|
Bent Oak Winery,2000 Windy TerBldg 2-B,Cedar Park,TX,78613,(512) 953-8094,Moderate,4.5,80,1,30.461836,-97.833226,http://www.bentoakwinery.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|1:00 PM - 7:00 PM|1:00 PM - 7:00 PM|1:00 PM - 7:00 PM|1:00 PM - 7:00 PM|12:30 PM - 5:00 PM|,Offers Takeout|By Appointment Only|All staff fully vaccinated|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Private Lot Parking|Bike Parking|Free Wi-Fi|Happy Hour Specials|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|LGBTQ-owned|Women-owned|Offers Military Discount|Open to All|,No Delivery|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|Heated outdoor seating|Covered outdoor seating|
Flat Creek Estate Winery and Vineyard,24912 Singleton Bend E Rd,Marble Falls,TX,78654,(512) 267-6310,Moderate,4,168,1,30.481120,-98.044394,http://www.flatcreekestate.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 6:00 PM|Closed|Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Private Lot Parking|Bike Parking|Dogs Allowed|,Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Wi-Fi|
7 Creeks Vineyard,400 County Road 200A,Burnet,TX,78611,(512) 626-0181,,5,16,1,30.806466,-98.125280,http://www.7creeksvineyard.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|,Accepts Credit Cards|Accepts Apple Pay|Free Wi-Fi|Dogs Allowed|Gender-neutral restrooms|Open to All|,No Takeout|
The Vineyard at Florence,8711 W Fm 487,Florence,TX,76527,(512) 572-7000,Moderate,4,129,1,30.843609,-97.729216,http://www.thevineyardatfloren…,Wineries|Resorts|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|4:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 10:00 PM|12:00 PM - 6:00 PM|,Offers Takeout|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Moderate Noise|Offers Catering|Good For Kids|Private Lot Parking|Bike Parking|Free Wi-Fi|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|,Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|
El Gaucho Winery,21301 Kathy Ln,Spicewood,TX,78669,(512) 382-0620,$11-30,4.5,98,1,30.378361,-98.050082,http://www.elgauchowinery.com,Wineries|Venues & Event Spaces|Argentine|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|2:00 PM - 8:00 PM|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|2:00 PM - 8:00 PM|,Offers Takeout|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy|Offers Catering|Good For Kids|Private Lot Parking|Bike Parking|Waiter Service|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|Open to All|,No Reservations|No Delivery|Accepts Android Pay|Accepts Apple Pay|No Wi-Fi|No Happy Hour|No TV|
Hawk's Shadow Winery,7500 McGregor Rd,Dripping Springs,TX,78620,(866) 551-9463,Moderate,5,70,1,30.306645,-98.173106,http://www.hawksshadow.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Many Vegetarian Options|Accepts Credit Cards|Good For Kids|Private Lot Parking|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|Heated outdoor seating|Covered outdoor seating|,No Takeout|Masks required|Accepts Android Pay|Accepts Apple Pay|Offers Catering|No Happy Hour|
Flanigan's Texas Distillery and Winery,330 N Lampasas St,Bertram,TX,78605,(512) 777-3162,Moderate,5,19,1,30.745095,-98.055920,http://www.flaniganswineandspi…,"Wineries|Distilleries|Beer, Wine & Spirits|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|12:00 PM - 5:00 PM|12:00 PM - 5:00 PM|12:00 PM - 5:00 PM|Closed|,"Offers Takeout|Accepts Credit Cards|Accepts Apple Pay|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Open to All|",No Delivery|Accepts Android Pay|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|No Happy Hour|
Spicewood Vineyards,1419 County Rd 409,Spicewood,TX,78669,(830) 693-5328,Moderate,4.5,110,1,30.458613,-98.190160,http://www.spicewoodvineyards.…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Offers Delivery|Accepts Credit Cards|Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Happy Hour|
Decadent Saint Winery,3547 West State Hwy 29,Bertram,TX,78605,(720) 289-5911,,5,2,1,30.746320,-98.104076,http://www.decadentsaint.com,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 7:00 PM|12:00 PM - 7:00 PM|12:00 PM - 6:00 PM|,Offers Takeout|Dogs Allowed|Covered outdoor seating|,Masks required|Staff wears masks|
Sloan + Parker,2900 N Quinlan Park RdSte 150,Austin,TX,78732,(512) 294-2416,,5,12,1,30.370198,-97.893680,https://sloanandparker.com,Wine Bars|Wine Tasting Room|Wine Tasting Classes|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|4:00 PM - 7:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|Closed|,Takes Reservations|Offers Delivery|Offers Takeout|Accepts Credit Cards|Outdoor Seating|Classy|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Smoking Outside Only|Wheelchair Accessible|TV|,
Georgetown Winery,715 Main St,Georgetown,TX,78626,(512) 869-8600,Moderate,4,99,1,30.636861,-97.676730,http://www.georgetownwinery.co…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:30 PM|11:00 AM - 6:30 PM|12:00 PM - 5:00 PM|,Masks required|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Moderate Noise|Street Parking|Bike Parking|Gender-neutral restrooms|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Wi-Fi|
Barons Creek Wine Room,706 S Austin Ave,Georgetown,TX,78626,(512) 688-5755,,4.5,27,1,30.637238,-97.678307,https://baronscreekwineroom.co…,Wine Tasting Room|Wine Bars|Music Venues|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 5:00 PM|,Outdoor Seating|Street Parking|Live Music|,
Stone House Vineyard,24350 Haynie Flat Rd,Spicewood,TX,78669,(512) 264-3630,Moderate,4,69,1,30.436453,-98.066027,http://www.stonehousevineyard.…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 5:00 PM|Closed|Closed|12:00 PM - 5:00 PM|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 5:00 PM|,Many Vegetarian Options|Accepts Credit Cards|Private Lot Parking|Dogs Allowed|Gender-neutral restrooms|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Bike Parking|
Austin Steam Train Association,401 E Whitestone BlvdSte C-100,Cedar Park,TX,78613,(512) 477-8468,,3,103,1,30.523404,-97.826849,http://www.austinsteamtrain.or…,Trains|Historical Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|8:30 AM - 10:00 AM|Closed|,Offers Military Discount|,No Wi-Fi|
Bell Springs Winery,3700 Bell Springs Rd,Dripping Springs,TX,78620,(512) 643-7398,Moderate,4,147,1,30.238971,-98.125869,http://www.bellspringswinery.c…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,"Masks required|Many Vegetarian Options|Accepts Credit Cards|Offers Catering|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Covered outdoor seating|",No Delivery|No Takeout|Accepts Android Pay|Accepts Apple Pay|Not Good For Kids|No Happy Hour|Heated outdoor seating|
Grape Creek Vineyards,101 W 7th St,Georgetown,TX,78626,(512) 863-4020,Moderate,3.5,91,1,30.637489,-97.677059,http://www.grapecreek.com/,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 5:00 PM|,Accepts Credit Cards|Street Parking|Bike Parking|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|Dogs Not Allowed|
Adelbert's Brewery,2314 Rutland DrSte 100,Austin,TX,78758,(512) 662-1462,Moderate,4.5,204,1,30.382354,-97.719928,http://adelbertsbeer.com,Breweries|Venues & Event Spaces|Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|4:00 PM - 8:00 PM|,"Offers Takeout|Staff wears masks|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Moderate Noise|Street Parking, Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|Open to All|",Masks required|Offers Catering|
KFire Winery and Vineyard,3059 Cr 212,Bertram,TX,78605,(512) 489-2929,,4.5,10,1,30.841977,-97.952816,,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 7:00 PM|12:00 PM - 6:00 PM|,,
Frog Pond Distillery,261 Frog Pond Ln,Dripping Springs,TX,78620,(512) 657-7977,,4.5,36,1,30.191815,-98.038451,http://frogponddistillery.com,Distilleries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|,Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Quiet|Good For Kids|Private Lot Parking|Wheelchair Accessible|Gender-neutral restrooms|Open to All|Covered outdoor seating|,No Delivery|No Takeout|Accepts Cryptocurrency|Offers Catering|No Bike Parking|
Wanderlust Wine Co.,610 N Interstate Hwy 35,Austin,TX,78701,(956) 212-7848,Moderate,4,58,1,30.266322,-97.735060,http://wanderlustwine.com,Wine Bars|Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|,Takes Reservations|Offers Delivery|Offers Takeout|Accepts Credit Cards|Outdoor Seating|Moderate Noise|Good for Groups|Street Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Offers Military Discount|Open to All|Covered outdoor seating|,Masks required|Staff wears masks|Accepts Cryptocurrency|Offers Catering|Heated outdoor seating|
The OASIS on Lake Travis,6550 Comanche Trl,Austin,TX,78732,(512) 266-2442,$11-30,2.5,2841,1,30.405502,-97.874142,http://www.oasis-austin.com,Tex-Mex|American (Traditional)|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Touristy, Classy, Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Dinner|Garage Parking, Private Lot Parking, Valet Parking|Bike Parking|Waiter Service|Happy Hour Specials|Full Bar|Wheelchair Accessible|TV|Heated outdoor seating|Covered outdoor seating|Private dining|",No Reservations|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|No Wi-Fi|Dogs Not Allowed|
